Year,region_emmigr,region_immigr,N
2022,Zhambyl,Shymkent_city,689
2022,Atyrau,West_Kaz,659
2022,Karaganda,Turkestan,650
2022,Abay,Pavlodar,637
2022,Pavlodar,Abay,637
2022,Almaty,Abay,636
2022,Aktobe,Kyzylorda,630
2022,Kyzylorda,Aktobe,630
2022,Mangystau,Almaty_city,630
2022,Pavlodar,Turkestan,630
2022,Ulytau,Astana_city,629
2022,Atyrau,Astana_city,626
2022,Almaty,Kyzylorda,609
2022,Kyzylorda,Almaty,609
2022,Karaganda,Almaty_city,586
2022,Karaganda,Zhambyl,572
2022,West_Kaz,Astana_city,567
2022,East_Kaz,Almaty_city,561
2022,Shymkent_city,Kyzylorda,558
2022,Turkestan,Mangystau,534
2022,Almaty,Mangystau,533
2022,Mangystau,Almaty,533
2022,North_Kaz,Turkestan,524
2022,Aktobe,West_Kaz,523
2022,West_Kaz,Aktobe,523
2022,West_Kaz,Turkestan,505
2022,Karaganda,Pavlodar,502
2022,West_Kaz,Shymkent_city,492
2022,Abay,Zhetysu,471
2022,Zhetysu,Abay,471
2022,Zhetysu,Astana_city,465
2022,Kyzylorda,Shymkent_city,463
2022,Almaty_city,North_Kaz,462
2022,Atyrau,Almaty_city,457
2022,Pavlodar,Karaganda,449
2022,Mangystau,Zhambyl,448
2022,Almaty,East_Kaz,444
2022,East_Kaz,Almaty,444
2022,Zhambyl,Karaganda,434
2022,Aktobe,Almaty,414
2022,Shymkent_city,West_Kaz,409
2022,West_Kaz,Almaty_city,405
2022,Turkestan,West_Kaz,396
2022,Almaty,Karaganda,389
2022,Karaganda,Almaty,389
2022,Turkestan,Karaganda,389
2022,Almaty_city,Ulytau,385
2022,Pavlodar,Almaty_city,378
2022,Mangystau,West_Kaz,370
2022,Akmola,Pavlodar,368
2022,Pavlodar,Akmola,368
2022,Akmola,Almaty,360
2022,Mangystau,Shymkent_city,360
2022,Almaty,Pavlodar,359
2022,Pavlodar,Almaty,359
2022,West_Kaz,Mangystau,358
2022,Kyzylorda,Zhambyl,348
2022,Ulytau,Turkestan,347
2022,Karaganda,Kostanay,345
2022,Kostanay,Turkestan,340
2022,Kostanay,North_Kaz,339
2022,Atyrau,Turkestan,331
2022,Kostanay,Almaty_city,321
2022,Shymkent_city,Mangystau,316
2022,Zhambyl,Kyzylorda,313
2022,Abay,Akmola,308
2022,Zhambyl,Mangystau,289
2022,Kostanay,Shymkent_city,288
2022,Almaty,Akmola,286
2022,Turkestan,Kostanay,282
2022,Shymkent_city,Karaganda,268
2022,Karaganda,Shymkent_city,265
2022,Turkestan,Pavlodar,262
2022,Kostanay,Karaganda,259
2022,Karaganda,North_Kaz,251
2022,East_Kaz,Zhetysu,250
2022,Almaty,Aktobe,241
2022,North_Kaz,Kostanay,237
2022,Almaty,Atyrau,236
2022,Atyrau,Almaty,236
2022,Zhambyl,Zhetysu,235
2022,Pavlodar,Zhetysu,232
2022,Turkestan,Atyrau,227
2022,Akmola,Turkestan,223
2022,Turkestan,Akmola,223
2022,North_Kaz,Almaty_city,221
2022,East_Kaz,Pavlodar,221
2022,Pavlodar,East_Kaz,220
2022,North_Kaz,Shymkent_city,220
2022,Turkestan,North_Kaz,215
2022,Zhetysu,Zhambyl,211
2022,Abay,Karaganda,210
2022,Karaganda,Abay,210
2022,Zhetysu,East_Kaz,208
2022,Aktobe,Turkestan,207
2022,Turkestan,Aktobe,207
2022,Pavlodar,Shymkent_city,203
2022,Mangystau,Kyzylorda,202
2022,Ulytau,Shymkent_city,202
2022,Shymkent_city,Kostanay,202
2022,Kostanay,Zhambyl,201
2022,Atyrau,Zhambyl,200
2022,Karaganda,Zhetysu,199
2022,Ulytau,Almaty_city,194
2022,Karaganda,Kyzylorda,193
2022,Pavlodar,Zhambyl,193
2022,Akmola,Zhambyl,191
2022,Zhambyl,Akmola,191
2022,Pavlodar,Kyzylorda,188
2022,Almaty,North_Kaz,185
2022,Zhetysu,Turkestan,185
2022,North_Kaz,Almaty,185
2022,Almaty,Kostanay,181
2022,Kostanay,Almaty,181
2022,North_Kaz,Zhambyl,178
2022,Kyzylorda,Mangystau,177
2022,North_Kaz,Karaganda,177
2022,Almaty,West_Kaz,174
2022,West_Kaz,Almaty,174
2022,Kostanay,Kyzylorda,173
2022,East_Kaz,Turkestan,173
2022,Shymkent_city,Pavlodar,171
2022,Turkestan,Ulytau,170
2022,Atyrau,Shymkent_city,169
2022,Turkestan,Zhetysu,164
2022,Akmola,Shymkent_city,161
2022,Shymkent_city,Akmola,161
2022,Shymkent_city,Atyrau,157
2022,East_Kaz,Karaganda,154
2022,Akmola,Abay,153
2022,Aktobe,Kostanay,153
2022,Kostanay,Aktobe,153
2022,Karaganda,East_Kaz,151
2022,Zhetysu,Pavlodar,150
2022,Zhambyl,West_Kaz,144
2022,Ulytau,Kyzylorda,142
2022,West_Kaz,Zhambyl,141
2022,Zhetysu,Karaganda,140
2022,Atyrau,Kyzylorda,137
2022,Aktobe,Zhambyl,136
2022,Zhambyl,Aktobe,136
2022,Zhambyl,Atyrau,134
2022,Zhambyl,Pavlodar,133
2022,Aktobe,Shymkent_city,131
2022,Shymkent_city,Aktobe,131
2022,East_Kaz,Zhambyl,127
2022,Kyzylorda,Karaganda,125
2022,Akmola,Kyzylorda,123
2022,Kyzylorda,Akmola,123
2022,Pavlodar,Kostanay,123
2022,Aktobe,Akmola,119
2022,Shymkent_city,North_Kaz,119
2022,Zhambyl,Kostanay,116
2022,Pavlodar,North_Kaz,116
2022,West_Kaz,Kyzylorda,115
2022,Shymkent_city,Ulytau,114
2022,Zhambyl,North_Kaz,113
2022,Kostanay,Pavlodar,113
2022,Abay,Zhambyl,112
2022,Akmola,East_Kaz,112
2022,Zhambyl,Abay,112
2022,East_Kaz,Akmola,112
2022,Kyzylorda,Atyrau,109
2022,North_Kaz,Kyzylorda,106
2022,Abay,Turkestan,105
2022,Turkestan,Abay,105
2022,Zhetysu,Shymkent_city,103
2022,Mangystau,Karaganda,103
2022,Abay,Shymkent_city,98
2022,Shymkent_city,Abay,98
2022,Shymkent_city,Zhetysu,97
2022,Kyzylorda,Kostanay,94
2022,Mangystau,Zhetysu,94
2022,Kostanay,Zhetysu,93
2022,Akmola,Zhetysu,92
2022,Akmola,Mangystau,92
2022,Zhetysu,Akmola,92
2022,Kostanay,Mangystau,92
2022,Mangystau,Akmola,92
2022,Zhetysu,Mangystau,91
2022,Mangystau,Kostanay,88
2022,Kyzylorda,West_Kaz,87
2022,Kyzylorda,Ulytau,87
2022,Turkestan,East_Kaz,87
2022,North_Kaz,Mangystau,86
2022,Akmola,Ulytau,84
2022,Zhambyl,East_Kaz,84
2022,Karaganda,Mangystau,84
2022,Ulytau,Akmola,84
2022,East_Kaz,Shymkent_city,83
2022,Aktobe,Karaganda,80
2022,Karaganda,Aktobe,80
2022,Zhetysu,Kyzylorda,79
2022,Karaganda,West_Kaz,76
2022,North_Kaz,Pavlodar,75
2022,Abay,Mangystau,74
2022,Almaty,Ulytau,74
2022,Mangystau,Abay,74
2022,Ulytau,Almaty,74
2022,Ulytau,Zhambyl,74
2022,Mangystau,Pavlodar,70
2022,East_Kaz,Kostanay,69
2022,Shymkent_city,East_Kaz,69
2022,Pavlodar,Mangystau,68
2022,East_Kaz,Mangystau,67
2022,Abay,Kyzylorda,66
2022,Kyzylorda,Abay,66
2022,Abay,Atyrau,65
2022,Atyrau,Abay,65
2022,Kyzylorda,North_Kaz,65
2022,Abay,Kostanay,64
2022,Akmola,Aktobe,64
2022,Kostanay,Abay,64
2022,Kyzylorda,Zhetysu,64
2022,North_Kaz,Zhetysu,64
2022,West_Kaz,Kostanay,62
2022,Atyrau,Zhetysu,58
2022,Mangystau,North_Kaz,58
2022,West_Kaz,Karaganda,56
2022,East_Kaz,Kyzylorda,56
2022,Abay,Aktobe,55
2022,West_Kaz,East_Kaz,55
2022,Kostanay,East_Kaz,54
2022,Zhetysu,Atyrau,52
2022,Kostanay,West_Kaz,52
2022,Kyzylorda,Pavlodar,52
2022,Atyrau,Karaganda,50
2022,Zhambyl,Ulytau,50
2022,North_Kaz,East_Kaz,50
2022,East_Kaz,Ulytau,50
2022,Abay,West_Kaz,49
2022,West_Kaz,Abay,49
2022,Karaganda,Atyrau,48
2022,Zhetysu,Kostanay,47
2022,Aktobe,East_Kaz,46
2022,Ulytau,Kostanay,46
2022,East_Kaz,Aktobe,46
2022,Aktobe,Zhetysu,45
2022,Zhetysu,Aktobe,45
2022,Kostanay,Ulytau,45
2022,East_Kaz,West_Kaz,45
2022,Atyrau,Pavlodar,44
2022,Mangystau,East_Kaz,43
2022,Atyrau,Kostanay,42
2022,Zhetysu,North_Kaz,42
2022,Akmola,Atyrau,40
2022,Atyrau,Akmola,40
2022,Pavlodar,Ulytau,40
2022,Abay,North_Kaz,39
2022,North_Kaz,Abay,39
2022,Kostanay,Atyrau,38
2022,Kyzylorda,East_Kaz,38
2022,East_Kaz,North_Kaz,37
2022,West_Kaz,Zhetysu,36
2022,Aktobe,Abay,35
2022,Zhetysu,West_Kaz,35
2022,Akmola,West_Kaz,34
2022,West_Kaz,Akmola,34
2022,West_Kaz,Pavlodar,34
2022,Aktobe,Pavlodar,32
2022,Aktobe,North_Kaz,32
2022,Pavlodar,Aktobe,32
2022,North_Kaz,Aktobe,32
2022,Ulytau,East_Kaz,31
2022,Pavlodar,Atyrau,30
2022,Pavlodar,West_Kaz,30
2022,North_Kaz,Ulytau,28
2022,Atyrau,East_Kaz,27
2022,West_Kaz,North_Kaz,27
2022,Ulytau,Zhetysu,27
2022,North_Kaz,West_Kaz,26
2022,Aktobe,Ulytau,24
2022,Ulytau,Aktobe,24
2022,Abay,Ulytau,22
2022,Atyrau,North_Kaz,22
2022,Ulytau,Abay,22
2022,North_Kaz,Atyrau,21
2022,Ulytau,Pavlodar,21
2022,East_Kaz,Atyrau,21
2022,Ulytau,North_Kaz,20
2022,Zhetysu,Ulytau,18
2022,Atyrau,Ulytau,16
2022,Ulytau,West_Kaz,16
2022,Ulytau,Mangystau,15
2022,Ulytau,Atyrau,14
2022,West_Kaz,Ulytau,13
2022,Mangystau,Ulytau,9
2021,Turkestan,Shymkent_city,26491
2021,Almaty,Almaty_city,24390
2021,Almaty_city,Almaty,17219
2021,Akmola,Astana_city,15131
2021,Shymkent_city,Turkestan,14975
2021,Astana_city,Akmola,9699
2021,Turkestan,Astana_city,6522
2021,Zhambyl,Almaty_city,6472
2021,Zhetysu,Almaty_city,6011
2021,Karaganda,Astana_city,5816
2021,Astana_city,Almaty_city,5687
2021,Turkestan,Almaty_city,4933
2021,Almaty_city,Astana_city,4833
2021,Zhambyl,Astana_city,4413
2021,Pavlodar,Astana_city,4363
2021,Kostanay,Astana_city,4258
2021,Abay,Astana_city,4057
2021,Zhetysu,Almaty,3654
2021,Astana_city,Turkestan,3529
2021,Shymkent_city,Astana_city,3437
2021,Zhambyl,Almaty,3340
2021,North_Kaz,Akmola,2853
2021,Kyzylorda,Astana_city,2842
2021,Turkestan,Almaty,2715
2021,Shymkent_city,Almaty_city,2664
2021,North_Kaz,Astana_city,2649
2021,Astana_city,Shymkent_city,2638
2021,Astana_city,Zhambyl,2431
2021,Almaty_city,Zhambyl,2410
2021,Abay,Almaty_city,2290
2021,East_Kaz,Astana_city,2249
2021,Kyzylorda,Almaty_city,2207
2021,Astana_city,Karaganda,2102
2021,Ulytau,Karaganda,2064
2021,Almaty_city,Zhetysu,2044
2021,Aktobe,Astana_city,1975
2021,Abay,East_Kaz,1846
2021,Almaty_city,Turkestan,1841
2021,Almaty,Astana_city,1647
2021,Astana_city,Pavlodar,1647
2021,Karaganda,Almaty_city,1615
2021,Almaty,Zhambyl,1582
2021,Almaty_city,Shymkent_city,1551
2021,Almaty,Zhetysu,1509
2021,Astana_city,Kostanay,1496
2021,Ulytau,Astana_city,1446
2021,West_Kaz,Astana_city,1443
2021,Abay,Almaty,1435
2021,Atyrau,Aktobe,1414
2021,Turkestan,Zhambyl,1402
2021,Atyrau,Astana_city,1353
2021,Astana_city,Almaty,1293
2021,Astana_city,Abay,1288
2021,Astana_city,Kyzylorda,1288
2021,East_Kaz,Almaty_city,1244
2021,East_Kaz,Abay,1236
2021,Akmola,North_Kaz,1229
2021,Almaty,Turkestan,1148
2021,Astana_city,North_Kaz,1136
2021,Kyzylorda,Almaty,1129
2021,Aktobe,Almaty_city,1119
2021,Atyrau,Almaty_city,1115
2021,Mangystau,Astana_city,1088
2021,Zhetysu,Astana_city,1031
2021,Atyrau,Mangystau,1029
2021,Mangystau,Almaty_city,1015
2021,Turkestan,Mangystau,996
2021,Shymkent_city,Almaty,967
2021,Kyzylorda,Turkestan,951
2021,Zhambyl,Turkestan,926
2021,Zhambyl,Shymkent_city,925
2021,Pavlodar,Almaty_city,893
2021,Kyzylorda,Aktobe,881
2021,Akmola,Kostanay,864
2021,Astana_city,East_Kaz,822
2021,Kostanay,Akmola,814
2021,Almaty,Shymkent_city,805
2021,Karaganda,Ulytau,805
2021,Aktobe,Atyrau,800
2021,West_Kaz,Almaty_city,796
2021,Almaty_city,Abay,785
2021,Almaty_city,Kyzylorda,777
2021,Turkestan,Kyzylorda,764
2021,Karaganda,Akmola,754
2021,Aktobe,Mangystau,751
2021,Akmola,Karaganda,748
2021,Astana_city,Aktobe,745
2021,Astana_city,Mangystau,731
2021,West_Kaz,Atyrau,717
2021,Abay,Pavlodar,711
2021,Shymkent_city,Zhambyl,706
2021,Mangystau,Aktobe,701
2021,Mangystau,Atyrau,688
2021,Atyrau,West_Kaz,676
2021,West_Kaz,Aktobe,669
2021,Kostanay,Almaty_city,665
2021,East_Kaz,Almaty,638
2021,Astana_city,West_Kaz,619
2021,Abay,Zhetysu,609
2021,Akmola,Almaty_city,603
2021,Almaty,Kyzylorda,596
2021,Karaganda,Almaty,593
2021,Kyzylorda,Shymkent_city,592
2021,Turkestan,Pavlodar,589
2021,Zhambyl,Karaganda,586
2021,Aktobe,Kyzylorda,570
2021,Turkestan,Karaganda,565
2021,Astana_city,Atyrau,550
2021,Almaty,Abay,547
2021,Mangystau,Turkestan,545
2021,Almaty_city,East_Kaz,536
2021,Astana_city,Zhetysu,514
2021,Aktobe,West_Kaz,508
2021,Pavlodar,Karaganda,504
2021,Almaty_city,Karaganda,493
2021,Almaty,Mangystau,492
2021,Zhambyl,Mangystau,487
2021,Mangystau,Almaty,485
2021,Pavlodar,Akmola,481
2021,Turkestan,North_Kaz,475
2021,Shymkent_city,Kyzylorda,474
2021,Almaty_city,Mangystau,449
2021,Karaganda,Zhambyl,441
2021,Turkestan,Akmola,441
2021,Almaty_city,Atyrau,436
2021,Astana_city,Ulytau,432
2021,Zhetysu,Abay,430
2021,Mangystau,Shymkent_city,421
2021,Karaganda,Pavlodar,413
2021,Almaty,East_Kaz,412
2021,North_Kaz,Almaty_city,411
2021,Zhambyl,Akmola,402
2021,Kyzylorda,Zhambyl,395
2021,Karaganda,Turkestan,394
2021,West_Kaz,Mangystau,387
2021,Pavlodar,Almaty,385
2021,Pavlodar,Abay,378
2021,Almaty,Karaganda,374
2021,Almaty_city,Aktobe,371
2021,Zhetysu,Pavlodar,363
2021,Kostanay,Karaganda,358
2021,Ulytau,Almaty_city,356
2021,Aktobe,Almaty,354
2021,Shymkent_city,Mangystau,351
2021,Turkestan,West_Kaz,344
2021,Shymkent_city,West_Kaz,343
2021,Atyrau,Almaty,341
2021,Karaganda,Shymkent_city,339
2021,Zhambyl,Kyzylorda,338
2021,North_Kaz,Kostanay,334
2021,Akmola,Almaty,326
2021,Akmola,Pavlodar,325
2021,Almaty_city,Pavlodar,319
2021,Mangystau,West_Kaz,313
2021,Almaty_city,West_Kaz,306
2021,Karaganda,Kostanay,304
2021,Mangystau,Zhambyl,292
2021,Zhetysu,East_Kaz,287
2021,Kostanay,North_Kaz,286
2021,Almaty_city,Kostanay,284
2021,Almaty,Pavlodar,278
2021,Almaty_city,Akmola,277
2021,Abay,Akmola,270
2021,Turkestan,Kostanay,256
2021,Shymkent_city,Pavlodar,248
2021,North_Kaz,Karaganda,241
2021,Turkestan,Atyrau,240
2021,Shymkent_city,Karaganda,238
2021,West_Kaz,Shymkent_city,234
2021,Almaty,Akmola,233
2021,Zhetysu,Zhambyl,232
2021,Abay,Karaganda,225
2021,Kyzylorda,Akmola,223
2021,Pavlodar,Turkestan,223
2021,Akmola,Turkestan,222
2021,Atyrau,Turkestan,221
2021,East_Kaz,Pavlodar,219
2021,Zhambyl,Zhetysu,218
2021,East_Kaz,Zhetysu,215
2021,Kyzylorda,Mangystau,213
2021,West_Kaz,Turkestan,212
2021,Akmola,Zhambyl,211
2021,Almaty_city,North_Kaz,209
2021,Kostanay,Almaty,207
2021,Pavlodar,East_Kaz,206
2021,Almaty,Aktobe,204
2021,North_Kaz,Turkestan,203
2021,Shymkent_city,Kostanay,201
2021,Zhambyl,Kostanay,199
2021,Zhambyl,Pavlodar,196
2021,Zhambyl,North_Kaz,195
2021,Turkestan,Aktobe,193
2021,Kostanay,Turkestan,192
2021,Almaty,Atyrau,191
2021,Karaganda,North_Kaz,191
2021,Turkestan,Zhetysu,190
2021,Almaty,North_Kaz,183
2021,Atyrau,Zhambyl,183
2021,West_Kaz,Almaty,182
2021,Akmola,Shymkent_city,179
2021,Zhambyl,Atyrau,179
2021,Zhetysu,Karaganda,179
2021,Kyzylorda,Karaganda,179
2021,East_Kaz,Akmola,179
2021,Shymkent_city,North_Kaz,179
2021,Aktobe,Turkestan,177
2021,Turkestan,East_Kaz,177
2021,Shymkent_city,Akmola,174
2021,Zhetysu,Turkestan,173
2021,Karaganda,Zhetysu,167
2021,Kostanay,Aktobe,163
2021,Kostanay,Shymkent_city,163
2021,Karaganda,East_Kaz,161
2021,Atyrau,Shymkent_city,159
2021,Karaganda,Abay,159
2021,Pavlodar,Shymkent_city,158
2021,Aktobe,Zhambyl,157
2021,Akmola,Kyzylorda,152
2021,Kyzylorda,Atyrau,152
2021,Ulytau,Turkestan,152
2021,Zhambyl,Aktobe,151
2021,North_Kaz,Almaty,150
2021,Zhambyl,West_Kaz,147
2021,Kostanay,Zhambyl,146
2021,West_Kaz,Zhambyl,145
2021,Turkestan,Ulytau,145
2021,Turkestan,Abay,144
2021,Akmola,East_Kaz,143
2021,Almaty,West_Kaz,143
2021,Almaty,Kostanay,143
2021,Kostanay,Pavlodar,140
2021,North_Kaz,Shymkent_city,137
2021,East_Kaz,Karaganda,137
2021,Mangystau,Kyzylorda,136
2021,Akmola,Abay,134
2021,Pavlodar,Zhetysu,132
2021,Aktobe,Kostanay,129
2021,Zhetysu,Akmola,125
2021,Abay,Zhambyl,122
2021,Atyrau,Kyzylorda,122
2021,Kyzylorda,Pavlodar,122
2021,Abay,Turkestan,119
2021,Zhetysu,Mangystau,119
2021,Aktobe,Akmola,117
2021,Shymkent_city,Aktobe,117
2021,Zhetysu,North_Kaz,116
2021,Pavlodar,Kostanay,116
2021,Ulytau,Akmola,116
2021,Kostanay,Kyzylorda,115
2021,Kyzylorda,West_Kaz,115
2021,Pavlodar,North_Kaz,114
2021,Kyzylorda,Kostanay,113
2021,Zhetysu,Shymkent_city,112
2021,Shymkent_city,Atyrau,110
2021,Aktobe,Shymkent_city,109
2021,Zhambyl,East_Kaz,107
2021,Ulytau,Almaty,106
2021,Karaganda,Kyzylorda,104
2021,North_Kaz,Zhambyl,103
2021,East_Kaz,Zhambyl,102
2021,Zhambyl,Abay,101
2021,North_Kaz,Pavlodar,101
2021,Karaganda,Mangystau,96
2021,Pavlodar,Zhambyl,96
2021,West_Kaz,Kyzylorda,95
2021,Shymkent_city,Zhetysu,94
2021,Almaty_city,Ulytau,93
2021,Akmola,Zhetysu,88
2021,Abay,Mangystau,85
2021,Mangystau,Kostanay,85
2021,Aktobe,Karaganda,84
2021,West_Kaz,Akmola,84
2021,Kyzylorda,North_Kaz,84
2021,Karaganda,Aktobe,83
2021,Kyzylorda,Ulytau,83
2021,East_Kaz,Turkestan,82
2021,Abay,Kyzylorda,81
2021,Abay,Shymkent_city,81
2021,Kyzylorda,Zhetysu,81
2021,Karaganda,West_Kaz,79
2021,Mangystau,East_Kaz,78
2021,Mangystau,Zhetysu,77
2021,Kostanay,Mangystau,75
2021,East_Kaz,Shymkent_city,74
2021,Akmola,Aktobe,71
2021,Zhetysu,Kyzylorda,70
2021,Zhetysu,Kostanay,69
2021,Mangystau,Karaganda,68
2021,Ulytau,Kyzylorda,68
2021,Kostanay,East_Kaz,67
2021,Kyzylorda,Abay,66
2021,Akmola,Ulytau,65
2021,Kostanay,Abay,65
2021,Kostanay,West_Kaz,65
2021,Mangystau,Abay,65
2021,Shymkent_city,Abay,64
2021,Shymkent_city,East_Kaz,64
2021,Akmola,Mangystau,62
2021,North_Kaz,Zhetysu,62
2021,Pavlodar,Kyzylorda,61
2021,Zhetysu,West_Kaz,59
2021,Ulytau,Shymkent_city,59
2021,East_Kaz,Kostanay,58
2021,Mangystau,North_Kaz,57
2021,Ulytau,Zhambyl,57
2021,Aktobe,Pavlodar,56
2021,Almaty,Ulytau,56
2021,Atyrau,Akmola,56
2021,Mangystau,Akmola,56
2021,Aktobe,Zhetysu,54
2021,West_Kaz,East_Kaz,51
2021,Zhetysu,Atyrau,51
2021,Karaganda,Atyrau,51
2021,Ulytau,Kostanay,51
2021,Pavlodar,Mangystau,50
2021,Ulytau,Pavlodar,50
2021,Zhambyl,Ulytau,49
2021,Mangystau,Pavlodar,49
2021,North_Kaz,Mangystau,49
2021,Abay,Kostanay,48
2021,Zhetysu,Aktobe,48
2021,Kyzylorda,East_Kaz,48
2021,Pavlodar,West_Kaz,48
2021,Kostanay,Zhetysu,47
2021,Pavlodar,Aktobe,47
2021,Shymkent_city,Ulytau,47
2021,Atyrau,Karaganda,46
2021,North_Kaz,Kyzylorda,46
2021,Abay,Aktobe,45
2021,Atyrau,Kostanay,45
2021,East_Kaz,West_Kaz,45
2021,East_Kaz,Kyzylorda,45
2021,Akmola,West_Kaz,44
2021,Kostanay,Ulytau,44
2021,West_Kaz,Karaganda,42
2021,Pavlodar,Ulytau,42
2021,West_Kaz,Kostanay,41
2021,North_Kaz,East_Kaz,41
2021,Aktobe,East_Kaz,40
2021,Aktobe,Abay,39
2021,Kostanay,Atyrau,39
2021,Akmola,Atyrau,38
2021,Pavlodar,Atyrau,37
2021,North_Kaz,Abay,37
2021,Atyrau,Zhetysu,36
2021,West_Kaz,Zhetysu,36
2021,West_Kaz,Pavlodar,36
2021,Atyrau,Abay,35
2021,Ulytau,East_Kaz,34
2021,East_Kaz,North_Kaz,34
2021,East_Kaz,Mangystau,32
2021,Abay,Atyrau,31
2021,Ulytau,North_Kaz,30
2021,Abay,North_Kaz,29
2021,Atyrau,Pavlodar,27
2021,North_Kaz,Ulytau,27
2021,East_Kaz,Aktobe,27
2021,North_Kaz,West_Kaz,26
2021,Aktobe,North_Kaz,25
2021,Atyrau,East_Kaz,25
2021,East_Kaz,Atyrau,25
2021,Ulytau,Aktobe,22
2021,West_Kaz,North_Kaz,21
2021,East_Kaz,Ulytau,21
2021,West_Kaz,Abay,20
2021,Abay,West_Kaz,19
2021,Atyrau,North_Kaz,18
2021,Ulytau,Abay,18
2021,Abay,Ulytau,17
2021,North_Kaz,Atyrau,17
2021,North_Kaz,Aktobe,16
2021,Ulytau,Mangystau,16
2021,Zhetysu,Ulytau,13
2021,Ulytau,West_Kaz,13
2021,West_Kaz,Ulytau,12
2021,Mangystau,Ulytau,12
2021,Aktobe,Ulytau,11
2021,Ulytau,Zhetysu,11
2021,Ulytau,Atyrau,8
2021,Atyrau,Ulytau,7
2020,Turkestan,Shymkent_city,29782
2020,Almaty,Almaty_city,29189
2020,Shymkent_city,Turkestan,17964
2020,Almaty_city,Almaty,14563
2020,Akmola,Astana_city,13718
2020,Astana_city,Akmola,8685
2020,Zhambyl,Almaty_city,7951
2020,Zhetysu,Almaty_city,7052
2020,Turkestan,Astana_city,6688
2020,Turkestan,Almaty_city,5825
2020,Astana_city,Almaty_city,5581
2020,Karaganda,Astana_city,5422
2020,Astana_city,Turkestan,4833
2020,Almaty_city,Astana_city,4660
2020,Zhambyl,Astana_city,4547
2020,Zhetysu,Almaty,4349
2020,Pavlodar,Astana_city,4005
2020,Kostanay,Astana_city,3797
2020,Abay,Astana_city,3760
2020,Zhambyl,Almaty,3670
2020,North_Kaz,Akmola,3282
2020,Turkestan,Almaty,3210
2020,Shymkent_city,Astana_city,3199
2020,Astana_city,Shymkent_city,2902
2020,Kyzylorda,Astana_city,2834
2020,Shymkent_city,Almaty_city,2673
2020,Astana_city,Zhambyl,2662
2020,Abay,Almaty_city,2585
2020,North_Kaz,Astana_city,2464
2020,Kyzylorda,Almaty_city,2385
2020,Almaty_city,Zhambyl,2364
2020,Ulytau,Karaganda,2178
2020,East_Kaz,Astana_city,2088
2020,Astana_city,Karaganda,2078
2020,Abay,East_Kaz,2076
2020,Almaty_city,Turkestan,2048
2020,Almaty,Zhetysu,1976
2020,Almaty_city,Zhetysu,1921
2020,Almaty,Zhambyl,1840
2020,Almaty,Turkestan,1771
2020,Astana_city,Pavlodar,1722
2020,Astana_city,Kostanay,1711
2020,Aktobe,Astana_city,1685
2020,Almaty,Astana_city,1685
2020,Abay,Almaty,1655
2020,Akmola,North_Kaz,1647
2020,Turkestan,Zhambyl,1563
2020,Karaganda,Almaty_city,1552
2020,Astana_city,Kyzylorda,1538
2020,East_Kaz,Almaty_city,1408
2020,Astana_city,Abay,1389
2020,Almaty_city,Shymkent_city,1388
2020,West_Kaz,Astana_city,1380
2020,Astana_city,Almaty,1369
2020,Atyrau,Aktobe,1359
2020,East_Kaz,Abay,1333
2020,Kyzylorda,Almaty,1294
2020,Astana_city,North_Kaz,1286
2020,Zhambyl,Turkestan,1274
2020,Kyzylorda,Turkestan,1267
2020,Zhetysu,Astana_city,1243
2020,Turkestan,Mangystau,1227
2020,Kyzylorda,Aktobe,1198
2020,Ulytau,Astana_city,1158
2020,Aktobe,Almaty_city,1110
2020,Zhambyl,Shymkent_city,1097
2020,Karaganda,Ulytau,1079
2020,Mangystau,Astana_city,1077
2020,Atyrau,Astana_city,1070
2020,Akmola,Kostanay,1030
2020,Almaty,Shymkent_city,1002
2020,Shymkent_city,Almaty,1002
2020,Atyrau,Mangystau,1001
2020,Turkestan,Kyzylorda,966
2020,Aktobe,Atyrau,953
2020,Astana_city,Aktobe,948
2020,Kostanay,Akmola,933
2020,Mangystau,Almaty_city,930
2020,Atyrau,Almaty_city,903
2020,West_Kaz,Aktobe,903
2020,Astana_city,East_Kaz,901
2020,Pavlodar,Almaty_city,893
2020,Akmola,Karaganda,880
2020,West_Kaz,Atyrau,880
2020,Atyrau,West_Kaz,872
2020,Abay,Pavlodar,852
2020,Aktobe,Mangystau,832
2020,Astana_city,Mangystau,831
2020,Mangystau,Atyrau,813
2020,East_Kaz,Almaty,799
2020,Karaganda,Akmola,796
2020,Mangystau,Turkestan,763
2020,Almaty_city,Kyzylorda,761
2020,Almaty,Abay,758
2020,Shymkent_city,Zhambyl,754
2020,Kyzylorda,Shymkent_city,749
2020,Almaty,Mangystau,747
2020,Almaty,Kyzylorda,744
2020,Mangystau,Aktobe,742
2020,Almaty_city,Abay,735
2020,Zhambyl,Karaganda,730
2020,Astana_city,West_Kaz,713
2020,Abay,Zhetysu,708
2020,Aktobe,Kyzylorda,708
2020,West_Kaz,Almaty_city,693
2020,Turkestan,Karaganda,671
2020,Aktobe,West_Kaz,648
2020,Astana_city,Atyrau,618
2020,Karaganda,Almaty,616
2020,Kostanay,Almaty_city,611
2020,Turkestan,Pavlodar,581
2020,Akmola,Almaty_city,580
2020,Astana_city,Zhetysu,580
2020,Zhambyl,Mangystau,573
2020,West_Kaz,Mangystau,570
